Receptor	Ligand	Binding Energy (REU)	Interface Contacts	Receptor Interface Residues	Ligand Interface Residues	Status	Timestamp
ompT_cleaned	deepseek_r1_ompT_binder_3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	245.07	40	24	8	Success	2025-04-03 04:52:04
ompT_cleaned	deepseek_r1_ompT_binder_3_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	3183.40	93	36	8	Success	2025-04-03 04:52:27
ompT_cleaned	deepseek_r1_ompT_binder_3_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	1496.36	80	33	8	Success	2025-04-03 04:52:51
ompT_cleaned	deepseek_r1_ompT_binder_3_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	1763.85	58	29	8	Success	2025-04-03 04:53:14
ompT_cleaned	deepseek_r1_ompT_binder_3_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	1738.04	76	30	8	Success	2025-04-03 04:53:37
ompT_cleaned	deepseek_r1_ompT_binder_40_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	1173.69	70	30	11	Success	2025-04-03 04:54:03
ompT_cleaned	deepseek_r1_ompT_binder_40_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	7581.01	174	57	11	Success	2025-04-03 04:54:30
ompT_cleaned	deepseek_r1_ompT_binder_40_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	7879.08	146	48	11	Success	2025-04-03 04:54:56
ompT_cleaned	deepseek_r1_ompT_binder_40_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	4521.65	133	47	10	Success	2025-04-03 04:55:22
ompT_cleaned	deepseek_r1_ompT_binder_40_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	183.56	66	26	10	Success	2025-04-03 04:55:48
ompT_cleaned	deepseek_r1_ompT_binder_41_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	996.98	51	24	7	Success	2025-04-03 04:56:10
ompT_cleaned	deepseek_r1_ompT_binder_41_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	665.52	48	25	6	Success	2025-04-03 04:56:32
ompT_cleaned	deepseek_r1_ompT_binder_41_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	2815.75	69	29	7	Success	2025-04-03 04:56:54
ompT_cleaned	deepseek_r1_ompT_binder_41_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	-11.42	25	15	6	Success	2025-04-03 04:57:16
ompT_cleaned	deepseek_r1_ompT_binder_41_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000	-12.12	31	17	7	Success	2025-04-03 04:57:37
ompT_cleaned	deepseek_r1_ompT_binder_42_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	6421.26	135	38	17	Success	2025-04-03 04:58:11
ompT_cleaned	deepseek_r1_ompT_binder_42_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	17199.53	247	65	18	Success	2025-04-03 04:58:45
ompT_cleaned	deepseek_r1_ompT_binder_42_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	7354.13	174	46	18	Success	2025-04-03 04:59:19
ompT_cleaned	deepseek_r1_ompT_binder_42_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	6409.84	166	48	17	Success	2025-04-03 04:59:53
ompT_cleaned	deepseek_r1_ompT_binder_42_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	1392.61	124	35	16	Success	2025-04-03 05:00:26
ompT_cleaned	deepseek_r1_ompT_binder_43_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000	1779.01	99	37	7	Success	2025-04-03 05:00:49
ompT_cleaned	deepseek_r1_ompT_binder_43_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	521.44	52	21	8	Success	2025-04-03 05:01:12
ompT_cleaned	deepseek_r1_ompT_binder_43_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	1175.44	52	30	8	Success	2025-04-03 05:01:35
ompT_cleaned	deepseek_r1_ompT_binder_43_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000	-1.62	28	18	5	Success	2025-04-03 05:01:58
ompT_cleaned	deepseek_r1_ompT_binder_43_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	-10.47	37	21	6	Success	2025-04-03 05:02:21
ompT_cleaned	deepseek_r1_ompT_binder_44_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	39666.89	485	78	24	Success	2025-04-03 05:03:00
ompT_cleaned	deepseek_r1_ompT_binder_44_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	19599.33	312	53	23	Success	2025-04-03 05:03:38
ompT_cleaned	deepseek_r1_ompT_binder_44_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000	34922.75	408	64	24	Success	2025-04-03 05:04:16
ompT_cleaned	deepseek_r1_ompT_binder_44_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	2322.14	138	37	20	Success	2025-04-03 05:04:54
ompT_cleaned	deepseek_r1_ompT_binder_44_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000	39439.88	439	71	26	Success	2025-04-03 05:05:33
ompT_cleaned	deepseek_r1_ompT_binder_45_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	2891.26	97	36	9	Success	2025-04-03 05:05:58
ompT_cleaned	deepseek_r1_ompT_binder_45_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	2766.21	90	34	10	Success	2025-04-03 05:06:22
ompT_cleaned	deepseek_r1_ompT_binder_45_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	-14.25	41	18	9	Success	2025-04-03 05:06:45
ompT_cleaned	deepseek_r1_ompT_binder_45_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	1954.93	83	33	9	Success	2025-04-03 05:07:10
ompT_cleaned	deepseek_r1_ompT_binder_45_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	292.55	45	22	7	Success	2025-04-03 05:07:34
ompT_cleaned	deepseek_r1_ompT_binder_46_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	19484.63	266	56	18	Success	2025-04-03 05:08:05
ompT_cleaned	deepseek_r1_ompT_binder_46_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	27669.90	293	64	17	Success	2025-04-03 05:08:35
ompT_cleaned	deepseek_r1_ompT_binder_46_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000	9681.14	216	60	16	Success	2025-04-03 05:09:06
ompT_cleaned	deepseek_r1_ompT_binder_46_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	3690.83	187	46	19	Success	2025-04-03 05:09:37
ompT_cleaned	deepseek_r1_ompT_binder_46_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	6751.91	174	50	17	Success	2025-04-03 05:10:08
ompT_cleaned	deepseek_r1_ompT_binder_47_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	1259.43	74	30	8	Success	2025-04-03 05:10:32
ompT_cleaned	deepseek_r1_ompT_binder_47_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	1272.72	73	30	8	Success	2025-04-03 05:10:55
ompT_cleaned	deepseek_r1_ompT_binder_47_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000	-14.92	33	20	6	Success	2025-04-03 05:11:18
ompT_cleaned	deepseek_r1_ompT_binder_47_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	1783.66	62	23	9	Success	2025-04-03 05:11:41
ompT_cleaned	deepseek_r1_ompT_binder_47_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000	2258.60	74	23	9	Success	2025-04-03 05:12:04
ompT_cleaned	deepseek_r1_ompT_binder_48_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	10571.50	191	50	13	Success	2025-04-03 05:12:32
ompT_cleaned	deepseek_r1_ompT_binder_48_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	1646.35	101	31	12	Success	2025-04-03 05:12:59
ompT_cleaned	deepseek_r1_ompT_binder_48_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	10959.31	178	52	13	Success	2025-04-03 05:13:27
ompT_cleaned	deepseek_r1_ompT_binder_48_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	1928.24	117	33	14	Success	2025-04-03 05:13:54
ompT_cleaned	deepseek_r1_ompT_binder_48_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000	8015.08	156	47	14	Success	2025-04-03 05:14:22
ompT_cleaned	deepseek_r1_ompT_binder_49_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	2560.46	72	32	8	Success	2025-04-03 05:14:45
ompT_cleaned	deepseek_r1_ompT_binder_49_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	10358.33	108	45	7	Success	2025-04-03 05:15:09
ompT_cleaned	deepseek_r1_ompT_binder_49_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000	2698.15	97	41	10	Success	2025-04-03 05:15:33
ompT_cleaned	deepseek_r1_ompT_binder_49_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	603.92	60	38	8	Success	2025-04-03 05:15:57
ompT_cleaned	deepseek_r1_ompT_binder_49_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000	1920.88	71	29	8	Success	2025-04-03 05:16:21
ompT_cleaned	deepseek_r1_ompT_binder_4_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	1491.85	48	22	8	Success	2025-04-03 05:16:42
ompT_cleaned	deepseek_r1_ompT_binder_4_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	69.15	47	19	7	Success	2025-04-03 05:17:03
ompT_cleaned	deepseek_r1_ompT_binder_4_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000	817.85	58	32	6	Success	2025-04-03 05:17:24
ompT_cleaned	deepseek_r1_ompT_binder_4_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000	855.60	72	33	6	Success	2025-04-03 05:17:44
ompT_cleaned	deepseek_r1_ompT_binder_4_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	10.14	36	19	5	Success	2025-04-03 05:18:05
ompT_cleaned	deepseek_r1_ompT_binder_50_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	5820.04	146	38	15	Success	2025-04-03 05:18:35
ompT_cleaned	deepseek_r1_ompT_binder_50_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	10641.29	170	39	15	Success	2025-04-03 05:19:06
ompT_cleaned	deepseek_r1_ompT_binder_50_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	21520.69	260	59	15	Success	2025-04-03 05:19:37
ompT_cleaned	deepseek_r1_ompT_binder_50_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	3112.68	103	30	16	Success	2025-04-03 05:20:08
ompT_cleaned	deepseek_r1_ompT_binder_50_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000	33578.92	314	75	15	Success	2025-04-03 05:20:39
ompT_cleaned	deepseek_r1_ompT_binder_51_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	51.63	62	24	10	Success	2025-04-03 05:21:03
ompT_cleaned	deepseek_r1_ompT_binder_51_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	1789.56	92	33	10	Success	2025-04-03 05:21:26
ompT_cleaned	deepseek_r1_ompT_binder_51_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	275.61	68	25	8	Success	2025-04-03 05:21:50
ompT_cleaned	deepseek_r1_ompT_binder_51_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	3087.78	91	40	9	Success	2025-04-03 05:22:15
ompT_cleaned	deepseek_r1_ompT_binder_51_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	450.60	64	28	8	Success	2025-04-03 05:22:39
ompT_cleaned	deepseek_r1_ompT_binder_52_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	892.21	50	28	5	Success	2025-04-03 05:22:58
ompT_cleaned	deepseek_r1_ompT_binder_52_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	400.69	47	23	5	Success	2025-04-03 05:23:18
ompT_cleaned	deepseek_r1_ompT_binder_52_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000	-15.27	25	16	4	Success	2025-04-03 05:23:38
ompT_cleaned	deepseek_r1_ompT_binder_52_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	-12.97	28	17	6	Success	2025-04-03 05:23:58
ompT_cleaned	deepseek_r1_ompT_binder_52_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000	871.88	59	31	5	Success	2025-04-03 05:24:18
ompT_cleaned	deepseek_r1_ompT_binder_53_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	4213.37	96	41	9	Success	2025-04-03 05:24:42
ompT_cleaned	deepseek_r1_ompT_binder_53_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	2657.64	76	31	9	Success	2025-04-03 05:25:05
ompT_cleaned	deepseek_r1_ompT_binder_53_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	2762.06	85	35	8	Success	2025-04-03 05:25:29
ompT_cleaned	deepseek_r1_ompT_binder_53_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	341.09	83	32	9	Success	2025-04-03 05:25:53
ompT_cleaned	deepseek_r1_ompT_binder_53_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	77.68	49	26	7	Success	2025-04-03 05:26:17
ompT_cleaned	deepseek_r1_ompT_binder_54_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	756.71	71	35	8	Success	2025-04-03 05:26:39
ompT_cleaned	deepseek_r1_ompT_binder_54_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	5412.55	83	42	7	Success	2025-04-03 05:27:01
ompT_cleaned	deepseek_r1_ompT_binder_54_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000	-14.96	42	20	6	Success	2025-04-03 05:27:23
ompT_cleaned	deepseek_r1_ompT_binder_54_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	-2.52	55	26	7	Success	2025-04-03 05:27:46
ompT_cleaned	deepseek_r1_ompT_binder_54_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	1719.49	83	37	8	Success	2025-04-03 05:28:07
ompT_cleaned	deepseek_r1_ompT_binder_55_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	2088.39	63	26	11	Success	2025-04-03 05:28:33
ompT_cleaned	deepseek_r1_ompT_binder_55_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	3124.09	92	35	10	Success	2025-04-03 05:28:58
ompT_cleaned	deepseek_r1_ompT_binder_55_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	4036.02	111	31	10	Success	2025-04-03 05:29:22
ompT_cleaned	deepseek_r1_ompT_binder_55_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000	4679.36	106	43	10	Success	2025-04-03 05:29:47
ompT_cleaned	deepseek_r1_ompT_binder_55_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	3745.63	97	37	9	Success	2025-04-03 05:30:12
ompT_cleaned	deepseek_r1_ompT_binder_56_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	14590.79	178	46	12	Success	2025-04-03 05:30:38
ompT_cleaned	deepseek_r1_ompT_binder_56_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	5266.00	132	38	11	Success	2025-04-03 05:31:04
ompT_cleaned	deepseek_r1_ompT_binder_56_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000	990.76	72	27	10	Success	2025-04-03 05:31:30
ompT_cleaned	deepseek_r1_ompT_binder_56_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	10.53	67	31	10	Success	2025-04-03 05:31:56
ompT_cleaned	deepseek_r1_ompT_binder_56_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000	423.85	98	34	11	Success	2025-04-03 05:32:22
ompT_cleaned	deepseek_r1_ompT_binder_57_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	1050.08	76	27	9	Success	2025-04-03 05:32:45
ompT_cleaned	deepseek_r1_ompT_binder_57_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	1526.23	88	33	10	Success	2025-04-03 05:33:09
ompT_cleaned	deepseek_r1_ompT_binder_57_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000	424.70	54	28	8	Success	2025-04-03 05:33:33
ompT_cleaned	deepseek_r1_ompT_binder_57_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	1128.22	66	27	9	Success	2025-04-03 05:33:57
ompT_cleaned	deepseek_r1_ompT_binder_57_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	24.54	36	15	9	Success	2025-04-03 05:34:20
ompT_cleaned	deepseek_r1_ompT_binder_58_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	78.54	103	34	17	Success	2025-04-03 05:34:57
ompT_cleaned	deepseek_r1_ompT_binder_58_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	32728.39	359	68	19	Success	2025-04-03 05:35:35
ompT_cleaned	deepseek_r1_ompT_binder_58_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	40851.76	495	98	18	Success	2025-04-03 05:36:13
ompT_cleaned	deepseek_r1_ompT_binder_58_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	1350.67	154	43	20	Success	2025-04-03 05:36:50
ompT_cleaned	deepseek_r1_ompT_binder_58_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000	31237.10	330	69	19	Success	2025-04-03 05:37:27
ompT_cleaned	deepseek_r1_ompT_binder_59_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	29332.17	338	58	18	Success	2025-04-03 05:37:58
ompT_cleaned	deepseek_r1_ompT_binder_59_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	10249.24	208	41	16	Success	2025-04-03 05:38:30
ompT_cleaned	deepseek_r1_ompT_binder_59_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	19216.12	275	54	16	Success	2025-04-03 05:39:01
ompT_cleaned	deepseek_r1_ompT_binder_59_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	434.14	81	27	14	Success	2025-04-03 05:39:33
ompT_cleaned	deepseek_r1_ompT_binder_59_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000	24496.09	274	69	15	Success	2025-04-03 05:40:05
ompT_cleaned	deepseek_r1_ompT_binder_5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	10082.75	163	46	16	Success	2025-04-03 05:40:36
ompT_cleaned	deepseek_r1_ompT_binder_5_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	18838.24	248	56	15	Success	2025-04-03 05:41:07
ompT_cleaned	deepseek_r1_ompT_binder_5_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000	946.26	103	36	12	Success	2025-04-03 05:41:38
ompT_cleaned	deepseek_r1_ompT_binder_5_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000	12450.47	228	56	17	Success	2025-04-03 05:42:10
ompT_cleaned	deepseek_r1_ompT_binder_5_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	17722.41	228	61	16	Success	2025-04-03 05:42:40
ompT_cleaned	deepseek_r1_ompT_binder_60_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	702.32	52	31	6	Success	2025-04-03 05:43:00
ompT_cleaned	deepseek_r1_ompT_binder_60_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	2129.30	65	33	5	Success	2025-04-03 05:43:20
ompT_cleaned	deepseek_r1_ompT_binder_60_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	4604.11	89	39	6	Success	2025-04-03 05:43:39
ompT_cleaned	deepseek_r1_ompT_binder_60_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	624.06	37	23	5	Success	2025-04-03 05:43:59
ompT_cleaned	deepseek_r1_ompT_binder_60_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	47.22	37	18	7	Success	2025-04-03 05:44:19
ompT_cleaned	deepseek_r1_ompT_binder_61_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	21022.33	248	55	14	Success	2025-04-03 05:44:49
ompT_cleaned	deepseek_r1_ompT_binder_61_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	4393.83	117	34	13	Success	2025-04-03 05:45:18
ompT_cleaned	deepseek_r1_ompT_binder_61_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	16534.68	218	50	14	Success	2025-04-03 05:45:48
ompT_cleaned	deepseek_r1_ompT_binder_61_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	11370.81	183	47	13	Success	2025-04-03 05:46:18
ompT_cleaned	deepseek_r1_ompT_binder_61_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	4213.25	99	31	15	Success	2025-04-03 05:46:47
ompT_cleaned	deepseek_r1_ompT_binder_62_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	762.36	129	32	19	Success	2025-04-03 05:47:21
ompT_cleaned	deepseek_r1_ompT_binder_62_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	14413.47	241	51	19	Success	2025-04-03 05:47:56
ompT_cleaned	deepseek_r1_ompT_binder_62_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	26475.82	344	64	20	Success	2025-04-03 05:48:30
ompT_cleaned	deepseek_r1_ompT_binder_62_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	6.50	80	29	13	Success	2025-04-03 05:49:05
ompT_cleaned	deepseek_r1_ompT_binder_62_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000	8646.44	176	45	18	Success	2025-04-03 05:49:40
ompT_cleaned	deepseek_r1_ompT_binder_63_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000	1628.41	95	33	11	Success	2025-04-03 05:50:05
ompT_cleaned	deepseek_r1_ompT_binder_63_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000	1159.87	69	28	9	Success	2025-04-03 05:50:31
ompT_cleaned	deepseek_r1_ompT_binder_63_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	3928.80	96	36	9	Success	2025-04-03 05:50:56
ompT_cleaned	deepseek_r1_ompT_binder_63_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000	9153.30	138	46	10	Success	2025-04-03 05:51:21
ompT_cleaned	deepseek_r1_ompT_binder_63_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000	3966.20	112	36	10	Success	2025-04-03 05:51:45
ompT_cleaned	deepseek_r1_ompT_binder_64_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	-14.28	37	16	6	Success	2025-04-03 05:52:05
ompT_cleaned	deepseek_r1_ompT_binder_64_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000	305.55	30	17	6	Success	2025-04-03 05:52:24
ompT_cleaned	deepseek_r1_ompT_binder_64_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000	22.55	33	19	5	Success	2025-04-03 05:52:43
ompT_cleaned	deepseek_r1_ompT_binder_64_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000	132.31	13	11	4	Success	2025-04-03 05:53:03
ompT_cleaned	deepseek_r1_ompT_binder_64_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000	1285.42	45	22	4	Success	2025-04-03 05:53:22
ompT_cleaned	deepseek_r1_ompT_binder_65_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	1002.09	88	30	10	Success	2025-04-03 05:53:47
ompT_cleaned	deepseek_r1_ompT_binder_65_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	4918.59	117	43	10	Success	2025-04-03 05:54:13
ompT_cleaned	deepseek_r1_ompT_binder_65_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	10336.15	137	49	11	Success	2025-04-03 05:54:38
ompT_cleaned	deepseek_r1_ompT_binder_65_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	269.64	84	28	10	Success	2025-04-03 05:55:04
ompT_cleaned	deepseek_r1_ompT_binder_65_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	2151.58	83	29	10	Success	2025-04-03 05:55:29
ompT_cleaned	deepseek_r1_ompT_binder_66_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	1931.73	95	30	8	Success	2025-04-03 05:55:52
ompT_cleaned	deepseek_r1_ompT_binder_66_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	1809.96	73	33	8	Success	2025-04-03 05:56:15
ompT_cleaned	deepseek_r1_ompT_binder_66_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	4440.47	96	36	8	Success	2025-04-03 05:56:38
ompT_cleaned	deepseek_r1_ompT_binder_66_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	1168.16	76	34	8	Success	2025-04-03 05:57:02
ompT_cleaned	deepseek_r1_ompT_binder_66_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	59.78	74	27	8	Success	2025-04-03 05:57:24
ompT_cleaned	deepseek_r1_ompT_binder_67_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	592.27	45	22	5	Success	2025-04-03 05:57:43
ompT_cleaned	deepseek_r1_ompT_binder_67_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	668.79	40	24	5	Success	2025-04-03 05:58:03
ompT_cleaned	deepseek_r1_ompT_binder_67_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	2248.03	73	37	6	Success	2025-04-03 05:58:24
ompT_cleaned	deepseek_r1_ompT_binder_67_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	1446.32	50	22	7	Success	2025-04-03 05:58:44
ompT_cleaned	deepseek_r1_ompT_binder_67_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	3958.79	77	37	6	Success	2025-04-03 05:59:04
ompT_cleaned	deepseek_r1_ompT_binder_68_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	5593.05	157	39	17	Success	2025-04-03 05:59:37
ompT_cleaned	deepseek_r1_ompT_binder_68_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	18554.86	256	57	16	Success	2025-04-03 06:00:10
ompT_cleaned	deepseek_r1_ompT_binder_68_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000	8365.15	167	45	18	Success	2025-04-03 06:00:43
ompT_cleaned	deepseek_r1_ompT_binder_68_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000	23810.28	257	54	17	Success	2025-04-03 06:01:16
ompT_cleaned	deepseek_r1_ompT_binder_68_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000	3642.48	126	38	17	Success	2025-04-03 06:01:49
ompT_cleaned	deepseek_r1_ompT_binder_69_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	-15.99	28	15	6	Success	2025-04-03 06:02:10
ompT_cleaned	deepseek_r1_ompT_binder_69_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	900.60	65	33	6	Success	2025-04-03 06:02:31
ompT_cleaned	deepseek_r1_ompT_binder_69_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	353.08	54	26	6	Success	2025-04-03 06:02:52
ompT_cleaned	deepseek_r1_ompT_binder_69_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	-15.78	26	15	6	Success	2025-04-03 06:03:12
ompT_cleaned	deepseek_r1_ompT_binder_69_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000	-15.56	16	9	5	Success	2025-04-03 06:03:33
ompT_cleaned	deepseek_r1_ompT_binder_6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	6865.73	131	37	12	Success	2025-04-03 06:04:01
